55672.5 7.98
55697.39999999991 7.93
55734.39999999991 7.94
55751.39999999991 7.92
55760.299999999814 7.98
55780.299999999814 7.98
55784.299999999814 8.01
55795.299999999814 7.97
55819.299999999814 7.93
56084.39999999991 7.93
56118.299999999814 7.91
56142.299999999814 7.86
56201.299999999814 7.90
56410.5 7.80
56433.39999999991 7.80
56470.39999999991 7.79
56473.39999999991 7.82
56487.299999999814 7.84
56493.299999999814 7.83
56520.200000000186 7.87
56525.39999999991 7.90
56849.39999999991 7.93
56871.299999999814 7.97
56885.39999999991 
56940.200000000186 7.94
56967.200000000186 7.88
57124.60000000009 7.91
57233.299999999814 7.98
57236.39999999991 7.97
57261.299999999814 7.96
57269.299999999814 7.94
57294.200000000186 7.88
57529.5 7.97
57557.39999999991 7.94
57587.299999999814 7.91
57595.299999999814 7.86
57623.39999999991 7.86
57640.200000000186 7.90
57846.5 7.95
57892.5 7.89
57912.39999999991 7.88
57945.39999999991 7.90
57971.299999999814 7.91
58004.200000000186 7.93
58235.5 7.87
58259.5 7.87
58306.39999999991 7.93
58332.39999999991 7.91
58351.299999999814 7.92
58397.200000000186 7.98
58627.39999999991 7.89
58653.39999999991 7.93
58685.299999999814 7.97
58708.299999999814 7.96
58720.200000000186 7.93
58735.299999999814 7.90
58774.200000000186 7.85
59070.299999999814 7.87
59377.39999999991 7.84
59454.299999999814 7.88
