iteration,chain,m_giant,m_dwarf,mass_quotient,mass_quotient_inv,cos_i,observer_angle,initial_phase,offset[1],offset[2],log_σ_common[1],log_σ_common[2]
1023,1,0.7389768245380299,1.2339774045814265,1.669845878255851,0.5988576628667653,0.5831661895561353,0.9481755092567317,-1.4213764099766957,18.855299194950284,21.185106319651176,-3.745827528255999,-3.699928188266658
1024,1,0.8973772932675002,1.0519401417583758,1.1722384215095154,0.8530687799093631,0.5581163271985518,0.9786823988809772,-1.4314119486559476,18.860091868240097,21.18648110844767,-3.700479957748216,-3.6840838198784245
1025,1,0.6658932661901381,1.0241171097882609,1.5379598530071876,0.6502120312469083,0.573141199612169,0.9604623157726925,-1.4330759784364493,18.857287756675554,21.187627050427977,-3.7527223865536334,-3.713894807842632
1026,1,0.7487521368710627,1.1888349507155602,1.5877550021874343,0.6298200910230546,0.5636902644583102,0.9719495953989443,-1.4265722140839752,18.852513585134286,21.18518586259627,-3.7545771340589336,-3.6143944490906734
1027,1,0.6758080332878152,1.3095007636115519,1.9376815591268024,0.516080671403324,0.5578233128733223,0.9790354872217846,-1.4262523015864605,18.850398240090183,21.178451470543997,-3.7381203281780673,-3.617953620910319
1028,1,1.200977066034688,1.2601491163712109,1.04926992530498,0.9530436124044447,0.5220464056074633,1.0215478310283495,-1.4382977825682628,18.85399818063519,21.184080910624136,-3.7716274404507524,-3.6018978368733237
1029,1,0.8440525394533172,1.2227113111641672,1.4486199069504642,0.6903122034993512,0.5409809978860121,0.9991932366816613,-1.4430775229612758,18.85337672224306,21.180436182557404,-3.685849864835584,-3.6003579387761464
1030,1,0.9236062853722953,1.3029827918635837,1.4107556569283912,0.7088399717476795,0.5544424510408809,0.9831034624322182,-1.4409738349124483,18.855524212253748,21.181418078207376,-3.712653008530014,-3.5867543589327355
1031,1,0.8615033161068724,1.0980466848039752,1.2745704680117085,0.7845780402867563,0.5432588283697026,0.9964825036440493,-1.4324949706027088,18.855373831410635,21.180127897505475,-3.6649155837524536,-3.6241410780238175
1032,1,0.8309551458231134,1.32463482750398,1.594111107154702,0.6273088466116271,0.5801655490773634,0.9518643980806897,-1.4425103219307023,18.857538202166648,21.18557600397216,-3.838696540711868,-3.613774178734299
1033,1,0.7331032298593156,1.1748545929329655,1.6025772975497912,0.6239948622315552,0.5879656489248299,0.9422547955093761,-1.422676070953703,18.858274549058763,21.188786264047888,-3.732394717141699,-3.5894688905882375
1034,1,0.6396154951596215,1.1883769099282502,1.8579551604385078,0.5382261215410514,0.5959393132420793,0.9323614730395755,-1.4235461546678614,18.857601029071276,21.191272489380673,-3.691215799825923,-3.657446279368689
1035,1,0.7968632573207828,1.0779331199776532,1.3527203194207809,0.7392511117362297,0.5197048861076738,1.0242908391338839,-1.4462494389527765,18.85153203762419,21.177700597710967,-3.8484722302651106,-3.5369986109292113
1036,1,1.4419925464843657,1.2890875203848515,0.8939626792993468,1.1186149300816015,0.4840381591330564,1.065532681507062,-1.446648814980177,18.85397317849561,21.17726158320961,-3.758826600092285,-3.5886411799730213
1037,1,1.3073856730287283,1.22333889492218,0.9357138602323497,1.0687027760299364,0.45583654076489116,1.097484472240377,-1.44789105639938,18.845619331902054,21.17283061940634,-3.7360976411541387,-3.700072497114317
1038,1,1.0936537385832126,0.9535224645391529,0.8718687011250978,1.1469616912610303,0.45951843859323005,1.093343400535833,-1.4417613118760002,18.848548633696687,21.173551987483883,-3.732844480213283,-3.622893483625674
1039,1,0.7948565171450239,0.8571685238685964,1.07839403134969,0.9273048356438193,0.47779783701754874,1.0726501452072394,-1.4419979692044846,18.84677381414222,21.17163286030412,-3.7557328007034583,-3.595553177593645
1040,1,0.7915999595316526,1.2662727486480705,1.599637207406196,0.625141747997657,0.5711629817739069,0.9628743440051537,-1.4246717682753796,18.85351455830672,21.183924187630804,-3.7214128379719997,-3.5710079965996337
1041,1,0.7718674888014865,1.1826444549904382,1.532185863698941,0.652662332744567,0.555800254863009,0.9814710337510596,-1.443734620629795,18.85001765298483,21.180380003527315,-3.780315521388949,-3.666632358102938
1042,1,1.10832593583706,1.2158176233992186,1.0969856285831439,0.9115889706700994,0.5228495486486028,1.0206059167949613,-1.448920940870512,18.853224160669278,21.180590736241637,-3.76298857467337,-3.6882640033890284
1043,1,1.3959008897125027,1.2715516833260379,0.9109183128237166,1.097793277313904,0.46227920920139115,1.0902325049823771,-1.459725094119609,18.848549490613927,21.174020089620456,-3.7244098216587673,-3.7316202654132393
1044,1,1.0771458600831623,1.2438625046291696,1.154776294208786,0.8659685906395979,0.5465285973313697,0.9925829762978502,-1.4189542887290083,18.85849809247739,21.187751223620918,-3.787808155652326,-3.4690204615654365
1045,1,0.9721195836785606,1.3158210835348192,1.3535588682985595,0.7387931352088236,0.5446474423094191,0.9948276490549124,-1.4380770289118618,18.85540922416151,21.183530672961226,-3.841555739225232,-3.5154922999067137
1046,1,0.9363438624756383,0.9318466616476551,0.995197062737088,1.0048261167991217,0.4666130135936444,1.085338867316686,-1.4419885496398297,18.8494201357641,21.17169458208855,-3.7142588929177034,-3.6839911154842446
1047,1,1.347551300889831,1.2975637756712126,0.962904918584094,1.0385241374303629,0.4883967607508888,1.0605447877564713,-1.4581527124361888,18.85064656322064,21.17694619414352,-3.7861965971697216,-3.6085334470369594
1048,1,0.9759473199507384,1.1297557225449926,1.1575990829115836,0.8638569386948789,0.5110248781799736,1.0344196378993529,-1.4309742958848808,18.852172046125933,21.17668246261896,-3.774652064534465,-3.5859610479214474
1049,1,0.8421441903918998,0.872339728014428,1.0358555434651595,0.9653855755357402,0.5028252006990666,1.0439322066368855,-1.447153624588574,18.852571536939408,21.17970217106832,-3.8174215788896344,-3.615709521507223
1050,1,1.771112716859777,1.3689946750471584,0.7729573967908814,1.2937323637133697,0.41848909394852785,1.1390152326287337,-1.4379031416506616,18.844095646693017,21.168807262091175,-3.6972293377840697,-3.690076291749091
1051,1,1.2799350949052135,1.3826586197453998,1.0802568233725895,0.9257057936259772,0.5097860816584946,1.0358602100146503,-1.4284916495875275,18.852449566542337,21.178441181765503,-3.8548284740001444,-3.5345457346217133
1052,1,0.6692115366274757,0.8930403129406475,1.3344664042122882,0.7493631887947619,0.5108445440636175,1.0346294215450487,-1.4300148583900234,18.850725213321095,21.179026098166048,-3.78688256920791,-3.6015608525514042
1053,1,1.3603040523490657,1.2349876685014485,0.9078761960377811,1.1014717693494689,0.5024416182454199,1.0443759112204611,-1.4313440738385703,18.856166334352093,21.180603123248485,-3.78415145215075,-3.629304645482669
1054,1,1.4199387533157655,1.1910917023532162,0.8388331535933097,1.1921321847095574,0.4958872034143466,1.0519401245371012,-1.431670274519165,18.854334853091984,21.182570944360837,-3.782840635481751,-3.6303936653034965
1055,1,0.9537601884042419,1.3602158910501896,1.4261613218790334,0.7011829480008992,0.5221839685382174,1.021386537832624,-1.440974279027609,18.851990487685114,21.17673960917779,-3.7867993266713325,-3.643792238989106
1056,1,0.9562621288878621,0.9334600379420885,0.976154978580724,1.0244274955744685,0.45155445428614055,1.1022895681868505,-1.4298783647560025,18.84419359025964,21.170756193219837,-3.8123825696541735,-3.5691279935082325
1057,1,0.9868416661691596,1.1984960355442964,1.2144765230644974,0.8234000254502185,0.5179782167315499,1.0263106423020836,-1.420346680749835,18.85183289153534,21.179996873009262,-3.8206579400680134,-3.656527720544869
1058,1,0.7215923582181513,1.2164454057093297,1.6857792240388094,0.5931974873935084,0.5710519147724025,0.9630096471379234,-1.4509662868892637,18.854082426986675,21.183979673947636,-3.7079721191319974,-3.5908718703796185
1059,1,0.7037767040211405,1.0082719944839247,1.4326589509470857,0.6980028284742377,0.5756847666961479,0.9573549662078351,-1.4167706039418637,18.85959766300506,21.18709938646272,-3.649789073478272,-3.538534346728352
1060,1,0.6434846837376288,1.164622751156621,1.8098686427033566,0.5525262863863559,0.5659386322597887,0.9692250187979262,-1.4392278586012643,18.85284707415597,21.18172527794352,-3.735728416648767,-3.532333138414038
1061,1,1.116971372241268,1.3201599588368358,1.1819102903128647,0.846087903791149,0.525819435683094,1.0171181339893525,-1.433028801071327,18.85294265768398,21.182977018532586,-3.797829418605944,-3.5848303236497707
1062,1,0.8438228117039417,0.9731194614206287,1.1532272509386143,0.8671317809964147,0.5342186088195744,1.007213194325694,-1.4326940788297513,18.856760890886434,21.181447257519448,-3.715535962346729,-3.5838051632554033
1063,1,0.7584253847919845,1.4284507908970419,1.8834427480151223,0.530942605531204,0.5832104711293754,0.9481209979218203,-1.4404744018588644,18.85385773919799,21.18969144634863,-3.811365266695801,-3.673514376606443
1064,1,1.004614876803179,1.358127938021708,1.3518891362065586,0.7397056261625342,0.5250437972461669,1.018029753438743,-1.429386396206643,18.852976869540075,21.17852461878285,-3.713560867115502,-3.5318316861260315
1065,1,1.4559027270452396,1.254337925890577,0.8615533871801042,1.1606941773777208,0.4709751855855486,1.080400405566005,-1.43848770344284,18.849512092016663,21.173724169124743,-3.7431221313837812,-3.618323235334658
1066,1,1.3692862460369613,1.1976125212726447,0.8746253931483056,1.1433466348380252,0.46299890946348543,1.0894207031051166,-1.4354182456746885,18.846130911917236,21.172041471370807,-3.7920698855691986,-3.577042271467325
1067,1,1.1654289056141232,1.1207257381729419,0.9616423041973333,1.0398876959085979,0.5061516280953272,1.040079576992478,-1.4608729206545636,18.854686268871877,21.177728880497217,-3.776936174623929,-3.5861433210920803
1068,1,0.9362426035862008,1.287225874833813,1.3748849602690578,0.727333579824966,0.5339463945924042,1.007535176593565,-1.4594702532699286,18.85151855398497,21.181262711666484,-3.7998980018656776,-3.515605452885496
1069,1,0.9018071286931654,1.0845847010423897,1.2026792276682183,0.8314769033957813,0.5512964493956685,0.9868789661227447,-1.472956824345918,18.857617769853732,21.18468968677926,-3.786444849976845,-3.46625089017986
1070,1,1.3199361325577685,1.1234233953372326,0.8511195107298607,1.1749231305277796,0.41692237974058266,1.1407395832019223,-1.412217459153063,18.844279882841967,21.16542736513893,-3.7154953472414256,-3.6955559582667785
1071,1,1.5196736102164068,1.100837496610295,0.7243907436502315,1.3804704281020537,0.4202955378670197,1.137025329264056,-1.4179528496636307,18.846194087331096,21.170269011986406,-3.755848022668375,-3.660812235498783
1072,1,1.2057031481322948,1.3144079957078316,1.0901588817644932,0.9172974845477889,0.4623932773197965,1.0901038622442762,-1.4265097273159244,18.843513664991324,21.169100673913448,-3.752926038591886,-3.65011279174041
1073,1,0.9309159201214446,0.8564544491724191,0.9200126785464025,1.086941542566539,0.4855982197384307,1.0637489697260556,-1.4252470382486797,18.85335266761638,21.176458747992328,-3.7775005147288825,-3.640931571008947
1074,1,0.7152408387196979,1.3416541711859462,1.8758075581751548,0.5331037267878544,0.5858820187722339,0.9448283171949539,-1.4331444024658302,18.857634322833167,21.186837273356403,-3.815560769293752,-3.49375710702221
1075,1,0.7144813024268044,0.9831464158435199,1.3760281934659013,0.7267292957720786,0.5818086519411987,0.9498456269789203,-1.4359344855685763,18.860414028999017,21.191372373201695,-3.708327498654076,-3.516721409487323
1076,1,0.6792130285292928,1.0063746854659223,1.481677534432807,0.6749106851935935,0.5834938803061364,0.9477720660875759,-1.4510884235000223,18.859060678129698,21.19091805117927,-3.717259206181058,-3.518648772257294
1077,1,0.6742973859822209,0.8412225634934203,1.2475542408755544,0.8015683544934954,0.560223081481578,0.9761412403975394,-1.419571118961687,18.860706012271162,21.185681452609106,-3.682497633410461,-3.5417378158669153
1078,1,1.3928969039472887,1.4257810403964166,1.0236084496676952,0.9769360543327291,0.5005317850963878,1.0465833897342744,-1.4441979613554763,18.849549653300464,21.180465605147138,-3.7296555761333794,-3.622501786107599
1079,1,0.6301638551151675,0.7688109970691993,1.2200176046731417,0.8196603034002224,0.49869475069706465,1.0487040686637972,-1.4501306138600056,18.849988813763435,21.178235889112763,-3.769307303104178,-3.6482358296154818
1080,1,0.6412035629745755,0.9104594557425756,1.419922639729119,0.7042637197409373,0.529189457524418,1.0131513073124356,-1.4358051295217302,18.85301918429079,21.180411053680768,-3.760043526931583,-3.6520651157228827
1081,1,0.8115490047579583,1.24119540069118,1.5294152212796592,0.6538446761130713,0.5576229468861943,0.9792768841585522,-1.4359877948113493,18.85527128445751,21.184151646392458,-3.7423436018156306,-3.667245259223286
1082,1,0.6935855931206377,1.1741918118766907,1.6929299332670245,0.5906919006802575,0.5862405702955972,0.9443858066961051,-1.42476612162032,18.858165358954828,21.186575026858517,-3.7058680621051927,-3.5896650467192743
1083,1,0.6569460767578962,1.0733742198423224,1.6338848161473871,0.6120382478110951,0.5853956938376274,0.945428294609757,-1.4306171354252293,18.8586263368258,21.186812187246584,-3.737232549878073,-3.594980252937895
1084,1,0.8589467970363523,1.1745178142173915,1.3673929727310965,0.7313186625514816,0.5474722308007943,0.9914557547780927,-1.4323677303256594,18.85545549844867,21.18305005078465,-3.8459056721037506,-3.6008554424622967
1085,1,0.8391232590653763,1.0111394347868978,1.2049951230205618,0.8298788774292294,0.5272697693003361,1.0154121547496884,-1.4461071361232423,18.855889817695843,21.179156691044216,-3.8368840420479065,-3.6169268971562487
1086,1,0.955805344291276,1.3306661366905745,1.3921936559972425,0.7182908754771546,0.5576148742979654,0.9792866090310903,-1.4383887380829816,18.85703641144226,21.184934660197975,-3.6889294510989923,-3.583522497396439
1087,1,0.6933341929235536,1.3084828622627918,1.887232557715589,0.5298764033672965,0.5890243995470767,0.9409452720466404,-1.442243679785991,18.85287177042316,21.188880175842847,-3.8337555136753787,-3.5312356523410284
1088,1,0.9658983154295979,1.153525095647806,1.194251068897204,0.8373448649482229,0.5081985850995261,1.0377044832573739,-1.428336957895565,18.8558774181611,21.177650237387514,-3.6652039085793655,-3.6857340672565444
1089,1,0.911737581353183,1.0726087898473262,1.1764446390982166,0.8500187486650734,0.5327609998373938,1.0089365310282656,-1.432329900589211,18.856570749083645,21.180455771537527,-3.7011097587519433,-3.695873835372018
1090,1,0.6587997434510292,0.9240130385600933,1.402570428640093,0.7129766745257718,0.5507782897500009,0.9874999028888437,-1.4311971336874534,18.853283453820477,21.184347310634674,-3.7759679477641246,-3.628981178889896
1091,1,1.0901911686024304,1.0801510112399273,0.9907904616624494,1.0092951423069796,0.49125599770007483,1.0572651664663506,-1.4517176855945575,18.85025875964739,21.176298136993537,-3.785127771870844,-3.651699874286964
1092,1,1.5460304720877138,1.4208951139388382,0.919060225261992,1.088067976954323,0.43521447408200636,1.120519845702259,-1.4452556526532188,18.843337015080763,21.171004452805484,-3.8357114345559804,-3.595767375946988
1093,1,1.2662943330927112,1.0492642505076455,0.8286100814689692,1.206840252567515,0.4291376885629976,1.1272584545301594,-1.449080611879998,18.842418705065047,21.16946384726579,-3.7101267458377176,-3.5743573593595004
1094,1,1.2503563235063386,0.9093442124877857,0.7272680558272683,1.375008832008301,0.4235868231477771,1.1333950579059187,-1.4270688451514046,18.847142418045216,21.170710721792368,-3.6934264595230655,-3.632054642955413
1095,1,0.8404423269483291,1.3170300589319193,1.567067741238229,0.6381345066868924,0.5603685018895105,0.9759656739262857,-1.4502604390582425,18.85861714464354,21.185587407691255,-3.7199717638843106,-3.543660937393701
1096,1,1.2054600231234915,1.2013685230131943,0.9966058599772594,1.0034056994435274,0.5124708466436769,1.0327365873158476,-1.4288152034992516,18.851821129246527,21.17920446675979,-3.74926932508476,-3.585629770317467
1097,1,0.9036237993200685,1.1768330966586955,1.30234849673526,0.7678436321052389,0.5188667360055602,1.0252715898353923,-1.4339470332372644,18.852001580823824,21.178549869269208,-3.758293561526371,-3.5897421169631967
1098,1,1.1385692539688717,1.2197301123155906,1.0712831986844937,0.9334599863303863,0.5231272383515748,1.0202801198481133,-1.4287884499283288,18.853851861631103,21.181057410628778,-3.762325665461594,-3.604281084534738
1099,1,1.3842021048738276,1.419116429139625,1.0252234295431735,0.9753971389881202,0.4971902618699018,1.0504389300308141,-1.4328114801168836,18.85029918238971,21.1767234369632,-3.7093946178328867,-3.6199353753229313
1100,1,0.6818867848591659,0.6371566093641283,0.9344023428987909,1.070202796043625,0.4865599003452246,1.0626485413359554,-1.4583672038299598,18.85481220080915,21.17575746856488,-3.750516654484219,-3.5970331966907736
1101,1,0.7516623935446953,0.9273760753623883,1.2337667592881174,0.8105259705464908,0.5069291896190881,1.039177759609346,-1.4357061051785887,18.848538777085054,21.18025128895803,-3.7551616261912333,-3.657599798460734
1102,1,0.8151974400255919,0.7605309437156289,0.9329407900149357,1.071879384739937,0.4764442154573603,1.074190386331479,-1.4364744745805968,18.85167183737908,21.176356473081697,-3.7097990259388918,-3.677268740526059
1103,1,1.4156225293654372,1.3409018359945244,0.947217078125758,1.0557242084134322,0.5198191491279848,1.0241570904077866,-1.4435701636816258,18.85659675319478,21.18041383478555,-3.8169270450560857,-3.5451077955981023
1104,1,0.8905006125764533,1.1263880899461816,1.264893110727059,0.7905806360390415,0.5077017593272081,1.0382812578099314,-1.4270973593342204,18.85072018339596,21.177634217037227,-3.76321077480795,-3.5862068663451243
1105,1,0.8163533319952901,0.8460858304650536,1.0364211148585536,0.9648587679887974,0.5100079859578867,1.0356022523789434,-1.4275517578043582,18.85126973783754,21.179347069565647,-3.8056615760886467,-3.6105433998344827
1106,1,0.9768949368168008,1.0393321482148867,1.0639139471861085,0.9399256421488305,0.5164963112530214,1.0280421602478718,-1.429144321147862,18.853240679890988,21.181558712964854,-3.831134901536722,-3.6161762700565183
1107,1,0.7591090984542112,0.6816776869451184,0.8979969919122721,1.1135894763639618,0.4500463972029691,1.10397903217452,-1.4572187519002127,18.84764398757996,21.17031754429982,-3.680963247749504,-3.5863471515364616
1108,1,0.9387106377562734,1.0821528272619476,1.1528076744166156,0.867447382761444,0.4914788796780398,1.0570092604197607,-1.4560569021222411,18.847278793125092,21.174368018108755,-3.696701527040072,-3.5846861984991647
1109,1,1.1423148078250307,1.2450601352862494,1.0899448442385562,0.9174776185106941,0.4846661160738755,1.0648149123360304,-1.4272470871289453,18.849829103701953,21.171946805373278,-3.7877519551391976,-3.6175385727522364
1110,1,0.7985591188297402,1.1553270720183482,1.44676460987815,0.6911974437114704,0.5303539454804279,1.0117783172845833,-1.4533413310087369,18.851176616742883,21.177076758395234,-3.7160896411791478,-3.585726220730361
1111,1,0.7658726926546777,0.9734770575116913,1.2710690260249555,0.7867393347844561,0.4972781047237162,1.0503376838385563,-1.4503701052458833,18.844502402525325,21.176098093697338,-3.746453249372091,-3.605341783696396
1112,1,0.7421157259078067,0.8577281390617748,1.155787580181707,0.8652108892213438,0.497165441856488,1.0504675360954387,-1.460958288626497,18.84852024163115,21.172597447002044,-3.6893238308666763,-3.6248898271856542
1113,1,1.0700255979250775,1.287307923253271,1.2030627358350425,0.8312118480719983,0.5168766977694769,1.0275978741240306,-1.4218701074858364,18.847820703981522,21.18022806071499,-3.7944781937634184,-3.529761501774276
1114,1,1.2177801332432325,0.9923732751745828,0.8149034855180807,1.2271391861383965,0.4652528898834053,1.0868760431381004,-1.4263657896996722,18.85479569626457,21.172514036055354,-3.73279382550945,-3.574541533675227
1115,1,0.7116719529448744,0.823231607864565,1.1567571329150468,0.8644857001918663,0.48929357803021634,1.0595167643529257,-1.4450744721921467,18.84652211469613,21.179229938247143,-3.7564301272609746,-3.46592892739267
1116,1,0.7737452885280333,1.301096611501339,1.681556748444355,0.5946870368336495,0.5882764915713379,0.9418704569011539,-1.4323284977073922,18.857272847952203,21.1920643665966,-3.846365398300709,-3.6213623036769684
1117,1,1.2407177322320404,1.4198414990557748,1.1443710863239558,0.8738424204794297,0.5081846430097041,1.0377206715725287,-1.4339488484155756,18.852092968214922,21.178374198521063,-3.719998290813507,-3.589457029897382
1118,1,1.292507011433706,1.3343816599298994,1.0323980049050134,0.9686186870266238,0.5110474531884618,1.034393374428264,-1.4241095729777156,18.854024032667816,21.181820652027593,-3.8204451530325385,-3.5406943640506032
1119,1,0.9718429279953322,1.257033698332491,1.2934535634533408,0.7731240055732185,0.5408339963485307,0.9993680133650719,-1.472404768049164,18.85296275919874,21.182535339555102,-3.686164521076293,-3.5359261444492547
1120,1,1.3730571018901867,1.2698843462834342,0.9248590932855435,1.0812457889639382,0.5188953619116272,1.0252381032297073,-1.4685997643426005,18.857847171094203,21.18276969646189,-3.665306608151976,-3.5232911446213597
1121,1,0.6967824340214898,0.9176410984996692,1.3169693346077778,0.759319122869191,0.5307122499457863,1.011355621054027,-1.4129085941565305,18.855675672525344,21.179338504915634,-3.8766031577715454,-3.5880813328360257
1122,1,0.6559908767741802,0.7661522340565907,1.1679312337758818,0.8562147933718958,0.517733999456598,1.0265961203695229,-1.4489080536399714,18.85260990067221,21.176076627944195,-3.7750538823592867,-3.565849417996706
1123,1,0.7553052247159732,1.1114006466522501,1.471458968220674,0.6795976113484331,0.5634343024137386,0.9722594492116235,-1.4498210835345398,18.858194413206714,21.18821397461813,-3.8246661562257187,-3.6143913908657894
1124,1,1.3094395583947729,1.2920487441980482,0.9867188874161982,1.0134598746949899,0.4602981253539239,1.0924653416545225,-1.4235057985842892,18.848908596065378,21.17319399111895,-3.7470556712979186,-3.5854298857004387
1125,1,0.7832779765230604,0.7644588474020264,0.9759738819613295,1.0246175829934991,0.48653956261555736,1.0626718202950016,-1.4499591111231034,18.852058998368065,21.17671515713875,-3.8263280160615776,-3.5631330168156303
1126,1,0.7268878350812567,1.020261483716818,1.4036023640466704,0.7124524905450712,0.5360470788094022,1.0050487291132852,-1.42402491753209,18.851764179894346,21.18191926341073,-3.738978106024494,-3.602621495702065
1127,1,0.8117004685094513,1.1391294576068998,1.4033864729667036,0.7125620912435043,0.5430014456395409,0.9967890399186632,-1.4369946877950366,18.852954288241072,21.180118929563644,-3.7779963863064006,-3.614683064711159
1128,1,0.8420874925085802,1.1375622538016055,1.3508836836096514,0.7402561835138413,0.5455573503202785,0.9937423183759033,-1.4299428159707175,18.853177127459524,21.18154207704499,-3.7908287895209245,-3.6437207961128224
1129,1,0.8440408951588343,1.0785610034043869,1.2778539637009174,0.7825620363564882,0.533164069726746,1.008460167246513,-1.4340662212081754,18.85263009366489,21.181430911801698,-3.7944372591822773,-3.6449825062262646
1130,1,0.8065857716504354,1.304306397213,1.6170709217249504,0.6184020667029787,0.57406718894287,0.9593318645559888,-1.441775032351138,18.85477050639481,21.1849927283051,-3.6988324878424192,-3.5503043632606
1131,1,1.0861449983695317,1.3332347203328503,1.227492390366146,0.814669001493127,0.5556224844517383,0.9816848606642445,-1.4465393362342969,18.858058094924157,21.189033532336236,-3.723176625323324,-3.5497016841167275
1132,1,0.7049965668909,0.7597083095758657,1.0776056866861772,0.9279832246201039,0.47913557917660327,1.0711267039936165,-1.4442849327960934,18.85024813928796,21.176937987010408,-3.818117111001188,-3.618260046095795
1133,1,1.5984900270119895,1.3697754759515486,0.8569183747189401,1.1669722922302712,0.4421094617870581,1.1128472253842288,-1.4388692571441661,18.844575207821674,21.173198815743394,-3.7532969453225773,-3.5040619787026364
1134,1,1.4132022172150607,1.3026581436682014,0.9217775968645847,1.0848603864983135,0.47695963224364696,1.073604062453656,-1.4251495490579478,18.8516336580241,21.172259478268057,-3.7697420723433344,-3.569124180738377
