iteration,chain,mass_quotient_inv,mass_quotient,cos_i,observer_angle,initial_phase,offset[1],offset[2],log_σ_common[1],log_σ_common[2]
1049,1,0.660189429043042,1.5147167706843176,0.5576901863020621,0.9791958798191268,-1.4383453832394886,46.68588801541653,48.892438256803054,-3.8162616185808935,-3.6999868734136547
1050,1,0.9464925883992888,1.0565323091342986,0.5076526382395878,1.0383382727688755,-1.4372817092777697,46.68884884837113,48.89226808523673,-3.6846137204104608,-3.708187274361371
1051,1,0.6381323265495095,1.5670730950227374,0.544903276426466,0.9945225696320935,-1.4197850140587782,46.68740819338219,48.89004249164187,-3.809147704817867,-3.668922028102435
1052,1,1.237444313046909,0.8081171729964483,0.4918874737232358,1.0565400296283785,-1.4407357763305126,46.68750572331432,48.890973954740744,-3.844703980473123,-3.6043029171013656
1053,1,0.8356544727097649,1.1966668433632792,0.5018987673966392,1.045003652253042,-1.451733061270508,46.681368666117095,48.88609600530977,-3.83433036242988,-3.5897152834624984
1054,1,0.9140254731274586,1.0940614122912442,0.5167903112867882,1.027698782781917,-1.4249099198820196,46.68537043181004,48.892736995378655,-3.7763904448616823,-3.6000061296507804
1055,1,0.6681664672133812,1.496633023459776,0.5781484944745057,0.9543386575038474,-1.4438380425055106,46.692617871906926,48.8959454791404,-3.7485287114621757,-3.618429072051522
1056,1,0.43036078502106667,2.3236317871086904,0.5941476046156083,0.9345908173756081,-1.4485800055516485,46.68841476834722,48.89324111919481,-3.739401317720752,-3.6415221711454757
1057,1,0.5259522170227654,1.9013134038309716,0.6127780439986421,0.9112251305273388,-1.4353887932716338,46.69858412653197,48.900758540241064,-3.683028218994697,-3.5887610295493797
1058,1,0.45614725080146146,2.1922745303034854,0.6001256785830503,0.9271381105161173,-1.4398911475159575,46.691169671690886,48.89954405712123,-3.6656542533820575,-3.5447364265236705
1059,1,0.4251937216848215,2.3518691575160617,0.5991896238866341,0.9283078038176285,-1.4429350592468628,46.69325434905195,48.89305628708256,-3.643215107284943,-3.534652609645361
1060,1,0.7165877171343091,1.395502568756103,0.5726761573171866,0.9610297040254552,-1.430016787346812,46.69489143415326,48.897716058791474,-3.7847444014899305,-3.6693484535402336
1061,1,0.7137806350241865,1.400990655856214,0.5689762264159837,0.9655359390808038,-1.4405495629327962,46.69024687665172,48.8966551230053,-3.7585280111667454,-3.4979749185374933
1062,1,0.7156217906316741,1.3973861795311002,0.5669030777324003,0.968054740050998,-1.432066744827121,46.69187430590465,48.89613676092835,-3.8398701917540743,-3.5632728186844727
1063,1,0.7617162099868137,1.3128248905419924,0.5342641902801784,1.0071592729520416,-1.426086474817124,46.684598891079574,48.89043916865183,-3.8356939812481516,-3.5673222377396523
1064,1,0.5171113620220894,1.933819431252959,0.5979336391773264,0.9298756748610104,-1.4521149378489138,46.692205610035295,48.89721727228079,-3.7106914002742357,-3.619508409179928
1065,1,0.607490799964499,1.6461154639023978,0.5651780194204459,0.9701472999297418,-1.4385276903991566,46.68919842780909,48.89227866171837,-3.7348072517568163,-3.5728658848660086
1066,1,0.8693307819731856,1.1503101244502405,0.5204791234832002,1.0233843549438013,-1.4361575160784543,46.68495809684101,48.89090484908456,-3.7261238037066153,-3.5771299457418406
1067,1,0.8434388609403622,1.1856223922206828,0.5288024288788177,1.0136073732403241,-1.437774135110296,46.68834602566805,48.88694261990675,-3.71156988976255,-3.5566915436285997
1068,1,0.8505361069672636,1.1757290393769129,0.5224080404598247,1.0211237783181804,-1.4357513040378456,46.68725187824017,48.89018137227415,-3.7090127595175533,-3.561338281146369
1069,1,0.8856739026773649,1.1290837372276985,0.5432295735033973,0.9965173485066176,-1.445105590519525,46.689050473783695,48.89853257078845,-3.6974035080569445,-3.5456585876660665
1070,1,0.9666328615822863,1.0345189365516654,0.4785499542090132,1.0717937783007234,-1.4564919414941155,46.67916646157877,48.885570456917925,-3.7025004105161265,-3.5137794353814367
1071,1,0.7711027237130612,1.2968440769924123,0.5473233579445409,0.9916336466898165,-1.4295045644233473,46.69069944718122,48.89691661287583,-3.6807796422662435,-3.571261653570181
1072,1,0.7678453174475008,1.3023456382129621,0.5600791776912815,0.9763149553328248,-1.4362937803472293,46.69056880771067,48.89630832945833,-3.707334541006807,-3.5786429017995998
1073,1,0.8172528331235249,1.223611542804959,0.5195893985495598,1.0244260101663787,-1.4561585667169352,46.683062122811684,48.89078557076206,-3.7309304138268793,-3.586184204731896
1074,1,0.7887759578564404,1.2677871200810649,0.5446044885387052,0.9948788650361073,-1.4444045793623181,46.69325802239655,48.894453022452105,-3.7064962997836517,-3.5931807873769026
1075,1,0.6359635061333662,1.5724172697895227,0.5912372509733583,0.938204243536683,-1.4310838289957353,46.696080556866434,48.89738044205526,-3.797169275102784,-3.5972516607465783
1076,1,0.5338971648863842,1.8730198730551504,0.5932489133275948,0.9357076374208972,-1.4248814091370496,46.69097095010221,48.89694686625993,-3.7725982240017957,-3.558255464465031
1077,1,0.5304147172548749,1.8853172196567842,0.5847692142914253,0.9462007974670538,-1.4304597564263692,46.690688209752,48.89419973156758,-3.7830393226571144,-3.5875191504571387
1078,1,0.9301569308996221,1.0750874038349933,0.5593434015641641,0.9772028364989548,-1.447805585112784,46.69151916976601,48.89888261788791,-3.7688957626587576,-3.5195225474292493
1079,1,0.8923447759963178,1.1206430820234066,0.5462703277889116,0.9928913487482558,-1.4478254295169926,46.69183859186326,48.90033353377305,-3.7723771825913692,-3.5180972719688306
1080,1,0.5823599675431146,1.7171509989239873,0.5618292759286514,0.9742009180829498,-1.4540317996098262,46.68590804559303,48.891792783775756,-3.749557072993602,-3.671278371517453
1081,1,0.7967842963056175,1.255044815311516,0.5057951528991448,1.0404928580527228,-1.4251962154475635,46.68083540175401,48.88417448810986,-3.743366258869144,-3.576782557524879
1082,1,0.42214563020487084,2.3688507672451604,0.6034616709794994,0.9229610714089048,-1.4515883656358641,46.690413376584786,48.89561346221437,-3.7777745626430725,-3.605144290860997
1083,1,0.8962174369247824,1.1158006514929344,0.5482485308784777,0.9905277985496463,-1.458014734368624,46.691779508664,48.896014899469336,-3.7979969766745914,-3.622037740096492
1084,1,0.754300156107556,1.3257321928187558,0.5601848550401924,0.9761873878284119,-1.4506713463532095,46.69087627276376,48.89484841024696,-3.807663374826668,-3.6206925768607214
1085,1,1.0484123362692617,0.9538231909388483,0.48614681802313775,1.0631213042020669,-1.443889966046826,46.68321939929032,48.88692066406021,-3.699166227761687,-3.6394034705586806
1086,1,1.1440810602946228,0.8740639406638555,0.4624048055648154,1.0900908605414832,-1.4391323322307568,46.681147016241205,48.88274418852343,-3.7423008435547374,-3.619402509955294
1087,1,0.8877372181040689,1.1264594742751572,0.5220080554617225,1.0215927939196079,-1.4283252563247502,46.68645335329121,48.888608907544395,-3.8216364210643077,-3.71397506350953
1088,1,0.7388791010558606,1.3534013867370138,0.5277741719617871,1.014818419489284,-1.425729480952017,46.681045617940285,48.88929349328961,-3.7929424739562494,-3.715615189423138
1089,1,0.46346243952202903,2.157672153608186,0.6079262887304319,0.9173501039727823,-1.43859432836955,46.69080701750839,48.89723138656627,-3.7267061937143096,-3.436136182419755
1090,1,0.7516913831106758,1.3303331958679168,0.5927643229472009,0.9363094653556192,-1.4114647907860038,46.69365768852683,48.90174101048109,-3.7493751331412235,-3.5885131413570246
1091,1,0.606945393461993,1.6475946778276687,0.5508464070463097,0.9874182890375379,-1.432640843661912,46.68785447246917,48.892599057618185,-3.73691950665271,-3.555448827969263
1092,1,0.7398894439386636,1.3515532735224418,0.5535847228400869,0.9841337572469417,-1.4340295970416432,46.69373465457009,48.89846334999695,-3.7092466201786003,-3.5792360082932517
1093,1,1.0167261273129256,0.983549033644753,0.49584772012198014,1.0519855913421647,-1.4458275121405655,46.68725324432705,48.88952471033777,-3.7472370401466337,-3.5688877877191394
1094,1,0.9455920561986756,1.05753849500391,0.5235282500871864,1.0198095214142537,-1.443735981940266,46.68680355165908,48.88939299548772,-3.759962392451261,-3.6276454502296223
1095,1,0.7442151668769879,1.3436974204602459,0.5530659854236988,0.9847565172678607,-1.4436866669274204,46.68956931738163,48.89677485307806,-3.8019488400088135,-3.635538548958246
1096,1,0.8407795899349271,1.1893723539095375,0.5405206946011851,0.999740446267285,-1.4327817746367355,46.68854511291932,48.894677964287986,-3.7754003238707052,-3.6971576478231896
1097,1,1.1888087337585698,0.841178207732688,0.48015951547967434,1.0699597733477781,-1.4354970957356459,46.68099935537436,48.88802581255344,-3.7811102080331844,-3.567467556693306
1098,1,0.9179665712091659,1.08936428772431,0.5092676195124981,1.0364627543762002,-1.4284738409534394,46.68545841444164,48.88801658016394,-3.724600222439567,-3.5900465320026007
1099,1,0.5909657949494973,1.6921453128864385,0.5870859734012895,0.943341881195236,-1.4469568919252718,46.68969409073405,48.895908379569,-3.7948077587380826,-3.6223316151903378
1100,1,0.7409558330529135,1.3496081080565399,0.5277846227496857,1.014806115491518,-1.4285629950029066,46.68767294978866,48.88903924557233,-3.6934252942122994,-3.572295548220301
1101,1,0.9135324351555851,1.0946518826446359,0.5455877569159827,0.9937060364088774,-1.436837491274661,46.68994862729606,48.89504681518498,-3.7501633270159513,-3.4915355124268004
1102,1,0.8874273023165172,1.1268528671471183,0.5420561103984848,0.9979143892899124,-1.4363866677172872,46.69001032339484,48.894632759696094,-3.754696871841068,-3.496927127432204
1103,1,0.7245531029021793,1.3801610896351488,0.5455486755804948,0.9937526691513956,-1.4301813154692167,46.68622417728918,48.89268294350041,-3.7720423556503837,-3.6974384868322514
1104,1,0.5586803628239504,1.7899322520400038,0.6010047898903296,0.9260386381857773,-1.4511030419446935,46.69341283265663,48.90126584465499,-3.728090538753774,-3.621573938947942
1105,1,1.2475386563543982,0.8015783678577428,0.4865928885908788,1.0626107817096346,-1.432726756967367,46.68603574557104,48.88989493575987,-3.7332857873769516,-3.5121339217648537
1106,1,0.744640070989829,1.3429306841770257,0.5078097370692454,1.0381559210628692,-1.4406374611005157,46.680682278843285,48.88609567427781,-3.7090287374678756,-3.5518406761522257
1107,1,1.014154793095031,0.9860427686272301,0.51363439603385,1.0313810332015418,-1.4568704255633407,46.68694436459405,48.89250693807967,-3.6985984218150425,-3.496547820896482
1108,1,0.9418272528229623,1.0617658355103603,0.4788852290425698,1.071411902791892,-1.4405481514829137,46.677250377265,48.88122579719361,-3.691256714212051,-3.6130051034064343
1109,1,1.0789762072654234,0.9268044960272274,0.4837335529303465,1.065880750726028,-1.4390212037432848,46.68197447547702,48.88216036506114,-3.702828233752733,-3.6426640506369705
1110,1,1.1264530903004781,0.8877422491985466,0.4433892825271954,1.1114198819637,-1.4375976390453686,46.675011399498935,48.88333114556416,-3.7077804138919515,-3.5779916090116317
1111,1,1.3449747800530643,0.743508365235329,0.4252385673373087,1.1315708708634704,-1.4505099243657131,46.67552297058384,48.87965611680491,-3.7176131312577234,-3.5866740390160965
1112,1,0.8325519790215552,1.201126206168215,0.5417045618711034,0.9983326725541379,-1.4366610821587669,46.68886433516449,48.89288614784449,-3.7778396635634612,-3.6202996110264376
1113,1,0.5623914426715332,1.778120938771207,0.58689087607424,0.9435828624884772,-1.4517231771711085,46.69306685318071,48.89816168836454,-3.7580855720381825,-3.59375629101978
1114,1,0.6300844398709388,1.5870888673347205,0.5581121887692376,0.9786873863578684,-1.4376634965423876,46.68686320760062,48.889240173998175,-3.6001430603851676,-3.576785787171905
1115,1,0.6751246386312446,1.4812079766891806,0.5669859679616391,0.9679541153129234,-1.412903764224671,46.690881024562806,48.89270837519639,-3.7298412984644247,-3.588771288640274
1116,1,0.6347946001097853,1.5753127071765478,0.572003908883378,0.9618495028551164,-1.428919591826991,46.68793903332381,48.89405144119814,-3.7675495383390234,-3.5578483375010763
1117,1,0.5673832704882819,1.762477062708272,0.5643723384504087,0.9711235933117078,-1.4503504322877336,46.689170334173866,48.89174884858727,-3.764906400604965,-3.6302265215929546
1118,1,0.5762577802864854,1.735334487810042,0.5629187966438427,0.9728832940114599,-1.4506807851332388,46.68899311174631,48.89183620763097,-3.759070765132195,-3.6181400056693103
1119,1,0.6632097050812589,1.507818707021901,0.5794211303661445,0.9527780603985088,-1.4427084096631426,46.694559420103126,48.900276803823445,-3.7629909401372372,-3.6069840032671534
1120,1,0.6032844927911066,1.6575927476164387,0.5997479136025771,0.9276102887775064,-1.4494937586824665,46.69324670086887,48.90197925980204,-3.704586664157928,-3.584742611691921
1121,1,1.022181548213907,0.9782997959093808,0.4843827526983276,1.065138838482099,-1.4295559480025863,46.67987808311946,48.88642927997574,-3.7090896360408943,-3.621416363691833
1122,1,0.9518355221049422,1.0506016814633523,0.5083029657291579,1.0375832808371095,-1.4279481357164132,46.681280137155255,48.88711916870081,-3.712796646996292,-3.638857393725885
1123,1,1.3251545688692814,0.7546289493257176,0.43410713170111237,1.1217494144129163,-1.4499091006268683,46.67804143524793,48.88234067839769,-3.7332314349537707,-3.583001018737148
1124,1,1.5987170058440539,0.6255015717882121,0.3952768942583286,1.1644270520980597,-1.4505846976431616,46.67183434002143,48.87766558809913,-3.6620243561003827,-3.5598144164723102
1125,1,0.8841923148739206,1.1309756748367494,0.5363339161435694,1.0047089135041667,-1.4309460820897324,46.690420550501656,48.89266897782589,-3.8711360507616757,-3.617393337779796
1126,1,0.9006954995237827,1.1102531327498824,0.5423191356076053,0.9976013599776604,-1.4287814595638735,46.690374678702916,48.893120761996116,-3.880636184892493,-3.6252869983414833
1127,1,0.5008175982587155,1.9967349459701167,0.6109327925815682,0.913558029957598,-1.4395800637277711,46.69535247515817,48.901623060325754,-3.7528027313415215,-3.5717276141383385
1128,1,0.4243220843670138,2.3567003388281305,0.6053333132181716,0.9206117761367383,-1.4284811172878953,46.692073205994724,48.89539444006153,-3.767809019841092,-3.512562195594437
1129,1,0.3714303757843498,2.692294613461,0.6245653666830528,0.8962214460876583,-1.4344802815866093,46.691920617664366,48.89458012642162,-3.7427041312110982,-3.501174825750958
1130,1,0.41832322866166227,2.3904959884711423,0.6109007778888894,0.9135984681315534,-1.4473930540900681,46.689661037025836,48.89510154181121,-3.7130769835536155,-3.6359686810145417
1131,1,0.4101019350905275,2.4384181454282974,0.6049986592912613,0.9210321431999546,-1.4445095853230705,46.690221098884386,48.894745289886764,-3.718586119747467,-3.59271701549561
1132,1,0.41104237014703093,2.432839222005988,0.6324024676162081,0.8861456277452194,-1.4347764191494714,46.69884282879478,48.90161532570948,-3.7403793093971767,-3.6063969314605053
1133,1,1.0496393596192735,0.9527081762279963,0.5020536979352378,1.0448245172452293,-1.4268734775627,46.68549494016624,48.886329660418795,-3.7042557591251177,-3.5642199521558164
1134,1,0.8929715120123312,1.119856553706263,0.5379007606109002,1.0028513782741244,-1.429379997674091,46.68698307748812,48.89359946173924,-3.730760070557848,-3.528304606049974
1135,1,0.6598290600438106,1.5155440409575218,0.5577298669139777,0.9791480739183055,-1.4523739090653016,46.687647483522724,48.895461436245746,-3.8056103208329657,-3.599245628071435
1136,1,0.5818715074768068,1.7185924850253294,0.5717856220786648,0.9621156001649352,-1.425717065686915,46.68617537592558,48.89405775850901,-3.705551297272019,-3.5826508010131706
1137,1,0.4635382113150608,2.157319451967064,0.5788142086026585,0.9535225268694909,-1.4458444369557997,46.69014422357108,48.891089649707254,-3.7433578519486947,-3.635213025717427
1138,1,0.428775261122638,2.3322241058911763,0.6145645214767445,0.9089625097293965,-1.4374690883360026,46.68960264374636,48.89642143671923,-3.7201461040509556,-3.7108021200244443
1139,1,0.7011771217470131,1.4261731722057,0.5356389784379861,1.0055320784702382,-1.4365923667946234,46.684608883343586,48.885459042525056,-3.8402896959951742,-3.5446405325869823
1140,1,0.8591434651043938,1.1639499578553982,0.5175998332216097,1.0267529331567973,-1.4460463604453815,46.684633309104235,48.89197696488283,-3.7039289597564387,-3.588100194928543
1141,1,0.9656942856843858,1.0355244043836314,0.5124992071724309,1.0327035598842143,-1.443450484265779,46.6860028190801,48.88977803960669,-3.6829248178212386,-3.5868025884431316
1142,1,0.6530962730779838,1.5311678250544751,0.5741983941124995,0.959171616354231,-1.425292515402405,46.689283905180375,48.899691331143075,-3.72643666055569,-3.691959136658448
1143,1,0.6722852064800252,1.4874639369737668,0.5805717326274056,0.9513656179176699,-1.425187177685502,46.68844298159274,48.89969043240446,-3.727461681211035,-3.6937300621794806
1144,1,0.6468868790146441,1.545865332008631,0.5731391525869604,0.9604648137980306,-1.42402007953881,46.69566172862265,48.89404410492975,-3.7063437725195936,-3.52914487232619
1145,1,0.8653530973483156,1.1555976433946793,0.5069865548816423,1.0391112083289253,-1.4497294348679435,46.68403101942042,48.88927594086692,-3.778122929194449,-3.538026442806553
1146,1,1.0336408417327754,0.9674540320249144,0.5166958675926029,1.0278090960923536,-1.4382538130800893,46.68689693823036,48.89302885811627,-3.788172003753587,-3.608599930808638
1147,1,1.3145484636827176,0.7607174840846053,0.46364703278850367,1.088689343329842,-1.442752253785731,46.68257065071374,48.886410244490236,-3.720391705950187,-3.565114946344112
1148,1,0.8610652466716061,1.1613521784387855,0.5070745237641112,1.0390091477468706,-1.4524415417959469,46.6827606136999,48.88540298777877,-3.6609698598902902,-3.70483745303124
1149,1,1.235558090497566,0.8093508574714561,0.4768433699041489,1.0737363355608567,-1.4287965336192572,46.68301088756549,48.886418359364136,-3.8441971225505958,-3.4813724091344898
1150,1,0.4422426495104581,2.261202082401942,0.6262856640609206,0.8940167377063322,-1.4429223349447458,46.69714483185379,48.90342295676148,-3.704696907763839,-3.6355905142255938
1151,1,0.3970226237951727,2.5187481520345507,0.6333540580318233,0.8849165816039619,-1.4376442513236438,46.6977002932082,48.90342742596103,-3.6928929942030306,-3.637528735260694
1152,1,0.44571602427021606,2.243580992263694,0.6106280147702056,0.9139429476165865,-1.4281594614713413,46.694040817400484,48.897991911021506,-3.7532163506233505,-3.5954177101076765
1153,1,0.8633405087092733,1.1582915314549966,0.5489172924519257,0.9897279364689807,-1.4393993416335267,46.690326825768004,48.89517002904562,-3.738158304391061,-3.6732798080628726
1154,1,1.0373820297526022,0.9639650305476015,0.5034144348299252,1.0432503936427564,-1.434169724308808,46.68502129010953,48.887712486767114,-3.7334314597502525,-3.4683011006120554
1155,1,1.078192969153087,0.9274777601132875,0.5060241918143801,1.0402273323033078,-1.4299519369613418,46.685685004072575,48.88876989112162,-3.7324956064958497,-3.494309115424226
1156,1,0.6208360047096292,1.6107313242370815,0.5895912481475675,0.940243647335447,-1.4525355059540934,46.69278868432814,48.898977611937866,-3.795291073259484,-3.6333387268400332
1157,1,0.575168784459544,1.738620083389344,0.5821537973840157,0.9494211994011553,-1.43784397794737,46.69247172369982,48.89681417528022,-3.8572528000679625,-3.6188355750403467
1158,1,0.6798105155442556,1.4709981342365688,0.5797100128161998,0.9524235710430783,-1.424687787132192,46.69290081446786,48.897692650150184,-3.7885761844094397,-3.597915661684452
1159,1,0.5822142873475961,1.7175806601306844,0.5913907889670569,0.9380138540123821,-1.4255340124307958,46.693099836172976,48.89944222997304,-3.772029732907176,-3.57022074156635
1160,1,0.5470257437278956,1.828067529665341,0.5967506507254743,0.9313507479740569,-1.4431454691453967,46.69376942647226,48.897091087995506,-3.747110570663554,-3.5878642638463014
1161,1,0.7920212132439481,1.2625924448465409,0.560615647807021,0.975667246106744,-1.4447187588628796,46.691236516406136,48.89786637752583,-3.8063527563191215,-3.562120018728145
1162,1,0.8113495436453991,1.232514404959166,0.5306775781025861,1.01139652874627,-1.4462226146658907,46.687327389710546,48.889692095107,-3.69865844756718,-3.660285816124789
