iteration,chain,mass_quotient,mass_quotient_inv,cos_i,observer_angle,initial_phase,offset[1],offset[2],log_σ_common[1],log_σ_common[2]
1013,1,1.6149101126615844,0.619229511388636,0.56028374803394,0.976068000031442,-1.4313832457309856,46.689493617762466,48.88987967593703,-3.7843524638089314,-3.5879705370041917
1014,1,2.8937114607493792,0.3455769566399795,0.6339359527161993,0.8841644141846342,-1.4420466194627632,46.69467460678519,48.89605941043437,-3.6872651215450505,-3.56475434593452
1015,1,1.5357810414007083,0.6511344866504867,0.5860499413200471,0.9446210912781366,-1.4249316473085805,46.69538905689766,48.8982137739933,-3.825229645006595,-3.5928149332179795
1016,1,1.3791432544537785,0.7250878375184154,0.5802094129604032,0.9518105431992725,-1.42891036661456,46.695108735281586,48.89913315477167,-3.824574703334422,-3.6061769904534695
1017,1,1.8371173600512667,0.5443310382588153,0.5999148258927921,0.9274016813854037,-1.4274033978776923,46.69363839283838,48.897138615748126,-3.7865645684027003,-3.612047307341089
1018,1,1.557780533773912,0.6419389498836392,0.5632305976485431,0.9725059964033074,-1.4501678249987393,46.68967628547811,48.894149485418055,-3.7169552691368426,-3.5812123491203867
1019,1,1.9409387998605434,0.5152145961901787,0.5804269056580631,0.9515434810566447,-1.4500989879226596,46.68905327008057,48.89353343446048,-3.7434516788338144,-3.5887358819314352
1020,1,3.0959288728037726,0.3230048367016804,0.6568944360985425,0.8541038749033579,-1.4343023361702787,46.69958841413005,48.905128143673195,-3.7268490629913056,-3.52887051320914
1021,1,1.0176251811772734,0.9826800854545648,0.47312416597971646,1.0779627356933106,-1.4525652582960604,46.67901721877068,48.88329976731901,-3.7725055171785957,-3.6221915751121765
1022,1,0.7245658276252087,1.3801368514404508,0.3966736782956845,1.1629059333838911,-1.4579160146941197,46.67014499079248,48.87687353855023,-3.7015015734021666,-3.616507465793186
1023,1,1.0669528973715903,0.9372484975329961,0.484872746478197,1.0645786666386468,-1.4163784024225072,46.679591469379915,48.88651343845785,-3.6848311813670094,-3.6140015281101805
1024,1,1.0156346947787536,0.98460598593261,0.48232064905447364,1.0674943818961418,-1.4243364245287755,46.676669373659465,48.89294132966036,-3.6946496933092936,-3.629976788030203
1025,1,1.0299990103172012,0.9708747192796209,0.49804439317855603,1.0494542232641872,-1.4283436208378655,46.67831269645013,48.88882335255592,-3.6865720340279755,-3.621861364391666
1026,1,1.0027691026547285,0.9972385441001347,0.49063409626177895,1.0579790188717033,-1.442461327201172,46.685393711397566,48.88509062712992,-3.744482830274377,-3.6035507745710733
1027,1,1.2997780949520217,0.7693620964099358,0.5517086173724118,0.9863848625263694,-1.4465743069572126,46.692662594520556,48.891013301220504,-3.8001240147391595,-3.543731114600309
1028,1,1.2471020552591692,0.801858994444671,0.5359752635614762,1.0051337970139091,-1.4447975846273706,46.69120678588591,48.889414987214145,-3.6364749083460746,-3.6952728483958364
1029,1,1.1718934772782843,0.8533198788020342,0.5337065605574379,1.0078188044616454,-1.443965797022669,46.68670378774961,48.89662517877591,-3.6275609162755296,-3.6361414266779852
1030,1,1.1745895954681311,0.8513611936103106,0.5394495450864281,1.0010130874080854,-1.4462706060161221,46.68794583376706,48.89426702736749,-3.630739843593106,-3.6336131444102233
1031,1,1.5907676202159302,0.6286273289019174,0.5455712502532225,0.9937257327087521,-1.446038447908555,46.6850743738189,48.88772972420782,-3.648625212884475,-3.6757610325021943
1032,1,1.3464961753038904,0.7426682810846531,0.5556562330285157,0.9816442693410049,-1.445383107874432,46.687518804284316,48.89608524231017,-3.6120896617812477,-3.5867258963271436
1033,1,2.13196289688486,0.469051314852224,0.6081555856000436,0.9170612826689329,-1.4358434126276836,46.69243738464519,48.89970199560054,-3.764100243563934,-3.693717361071017
1034,1,1.5846731436937993,0.6310449596369423,0.5799250141560819,0.9521596835944403,-1.4261781330132688,46.692741460025054,48.896445029849595,-3.778175410037669,-3.6873088688219497
1035,1,1.750059005082202,0.5714093051125605,0.5738218731332712,0.9596314341687199,-1.4616642776160202,46.69119177298306,48.89468882015314,-3.713806324967313,-3.5796804492945444
1036,1,2.0381688403030136,0.49063648713780283,0.6024939670539402,0.9241741011058249,-1.4200315103148644,46.692878561387545,48.89932477776651,-3.784326137376896,-3.5759882369609626
1037,1,1.2140773249269243,0.8236707658304963,0.5342163274113579,1.0072158931085402,-1.453162924475582,46.68709073628389,48.89324906750675,-3.7152628553372073,-3.610277508811325
1038,1,0.8752107845792193,1.1425818986917264,0.4458052991159447,1.1087226223736786,-1.426831497711935,46.67808672204281,48.88012365044749,-3.762955056023286,-3.6016732778833926
1039,1,3.254531814488743,0.30726385759946573,0.6459819674727362,0.8684873549466654,-1.4442886388280904,46.6968088368816,48.89809661577285,-3.7656635730860355,-3.625007830975222
1040,1,6.163104217506745,0.16225589649440414,0.6828888609213509,0.8190864498141286,-1.4141129338364227,46.697057357393376,48.894480560529814,-3.7666014926405684,-3.56937160986988
1041,1,6.3585261507745745,0.15726914953053756,0.6857480368314731,0.8151653744862526,-1.4109652394550103,46.696646555139196,48.898715107032295,-3.7714888346386215,-3.575442124740977
1042,1,5.944392461748754,0.1682257701581525,0.6821441896835666,0.8201053330490561,-1.4121065767425864,46.695763986434144,48.89973800534047,-3.759306028812341,-3.5708658812978027
1043,1,1.8194061209098018,0.5496298976393164,0.5997640451013608,0.9275901290144967,-1.464560990709807,46.69347599818096,48.89924490536522,-3.752613101049732,-3.637450096023388
1044,1,1.3600224719175804,0.7352819682383908,0.5572685784031267,0.979703724422553,-1.4168922187181197,46.69096277177489,48.896788486823255,-3.745288340853651,-3.5150860448715626
1045,1,2.0088668609746594,0.4977930690313749,0.5736970954692043,0.959783783414161,-1.4460090698234345,46.686321087729844,48.89518115901847,-3.706971227387811,-3.5984118376991896
1046,1,1.827647790524046,0.5471513741240415,0.5765263183735309,0.9563253880500644,-1.4473689037852755,46.69317306642439,48.8928119330225,-3.7076661626071767,-3.576249306666697
1047,1,2.4100442045067685,0.4149301486379403,0.6301937991336389,0.8889935401982314,-1.4291513835991976,46.699389703892116,48.899343151522125,-3.7184322497737567,-3.5828959991341875
1048,1,2.613542942828045,0.38262237195839865,0.6322165550878275,0.8863856028593369,-1.4297635614912538,46.69427003725911,48.9007564921591,-3.7060055946061308,-3.6020476363329856
1049,1,1.5087298834617824,0.6628091687993207,0.5703913992003986,0.963814032176283,-1.4301942884691237,46.68897969890165,48.895631779298135,-3.64488918631686,-3.5111038771104304
1050,1,1.5150083931620364,0.6600623498282137,0.587670042051258,0.9426201964009043,-1.439465064902651,46.69101047010937,48.8972994717779,-3.686503780798598,-3.5072492516484557
1051,1,1.421795874950929,0.7033358428012836,0.5633378704257984,0.9723761675815117,-1.4344418254775457,46.69329438500061,48.89583875660935,-3.773848387808485,-3.6922731554378707
1052,1,2.0591938326133383,0.48562694009766555,0.587324165292036,0.9430476130328168,-1.432241278244844,46.68870268165104,48.895402779164364,-3.742909418129289,-3.702882009805855
1053,1,1.9156436126770722,0.5220177664479672,0.5942225272675441,0.934497668040183,-1.4258368691172214,46.6920389034093,48.89892189821002,-3.7068195679947373,-3.6013082147053574
1054,1,3.0723779381051433,0.3254807904969984,0.6440301239526351,0.871041532829471,-1.4387226658018917,46.69561611225435,48.899925547734995,-3.761901620388351,-3.520039406884298
1055,1,3.348515165001438,0.2986398301109592,0.6397519606561675,0.8766208280992759,-1.4328533086033013,46.69086636123565,48.895386434298295,-3.795555209490767,-3.5988852447914828
1056,1,2.553061121196335,0.3916866665265779,0.6165853298312959,0.9063982851435761,-1.4302584352617567,46.68946063819524,48.89573845596893,-3.785173813264796,-3.6248732710674814
1057,1,1.6846956365165222,0.5935790289501309,0.5832127200674908,0.9481182293855974,-1.4389907267979676,46.692281581397665,48.894351743093345,-3.763450104349036,-3.7251392542587882
1058,1,1.5119355803579468,0.6614038408721439,0.5896822770847909,0.9401309415265565,-1.4366951565590502,46.693205325144376,48.8965743741623,-3.744907017359375,-3.7065267624621563
1059,1,0.9940360536024941,1.0059997284564195,0.5287712379822567,1.0136441222536454,-1.4396516017368302,46.68928244312621,48.891750558069994,-3.7331525839838773,-3.489738753432995
1060,1,1.070038473230719,0.9345458364508566,0.5131071467868542,1.0319954233114699,-1.4390132164464353,46.684424922225176,48.89244812669134,-3.7114092439211275,-3.519057322080171
1061,1,1.1860858038505961,0.8431093237550997,0.5247118855452636,1.0184196975796993,-1.4410512576400092,46.68789301081891,48.88680064024857,-3.6994027360291,-3.4565438389797896
1062,1,1.2345852009007612,0.8099886498480572,0.5226810721889592,1.020803548555574,-1.4408868138752815,46.68739819391952,48.88885772476496,-3.703279490330981,-3.4719046616180353
1063,1,1.2698496830982333,0.7874947825006795,0.5255945479984158,1.0173825006872335,-1.4310129375541492,46.6866463318411,48.890774553194966,-3.793758120848243,-3.656007636340947
1064,1,1.4679148228385115,0.6812384372999906,0.5485780108118957,0.9901337815603801,-1.4246451950793555,46.68775781181016,48.8929342774466,-3.800724735192111,-3.6539253495157418
1065,1,1.4372439013947966,0.6957761302932187,0.5507325643394528,0.9875546857283778,-1.4237874136806288,46.68504128187285,48.894590894117215,-3.800510990356855,-3.6733343388519413
1066,1,1.4800180112000505,0.6756674529853626,0.54984004448267,0.988623602576969,-1.4300471313544743,46.68759005575775,48.892569193137035,-3.7739501242419573,-3.6211152460482783
1067,1,1.642196019015614,0.6089407040454481,0.5867699319679585,0.9437322297010357,-1.4428255494360964,46.69427813604586,48.89886135718167,-3.7403552999086314,-3.579142296067681
1068,1,1.1282266685807596,0.886346713695342,0.5633549113576606,0.9723555424272617,-1.43783597356531,46.692456956438626,48.8989414647202,-3.7410152133888426,-3.551203721602897
1069,1,5.855641607926429,0.17077547892383993,0.6821466390895868,0.8201019832807259,-1.414013614331667,46.693768271558085,48.89844697942101,-3.7502452367200507,-3.635919818232231
1070,1,3.0493035737691714,0.32794373397330323,0.6416721355242562,0.8741198860984499,-1.4187408198235238,46.693257885785165,48.89703289493409,-3.7408214662385375,-3.5958167308959386
1071,1,1.7953476860543123,0.5569951757911188,0.5898248056125424,0.9399544538118275,-1.4409148274578087,46.69048564938816,48.89851430354444,-3.7086568441977903,-3.573676632560388
1072,1,1.8914760057416384,0.52868764761724,0.5824679997401565,0.9490347105569311,-1.4383899329250809,46.68920956198829,48.89091047937387,-3.729620243198758,-3.4836219768063508
1073,1,2.1508374602240687,0.4649351792003021,0.6071480520542806,0.918329891631164,-1.4537303354718507,46.69337476889998,48.89423957134513,-3.7738562768660784,-3.641305528112191
1074,1,2.7370578092945115,0.36535581988958954,0.6225296639140044,0.8988253630973934,-1.4530777900422294,46.69091751020414,48.896760606792185,-3.7826169515813652,-3.605938191066287
1075,1,2.861626847459542,0.34945157188742726,0.6338475973232794,0.8842786537854946,-1.436344019731704,46.69327213278192,48.898973822460015,-3.756216707591255,-3.5692442527642694
1076,1,1.1283764495583462,0.8862290598065977,0.5384452121559474,1.0022054013634598,-1.4317439165031447,46.68821706794367,48.895694180276,-3.6955790675698346,-3.557246879236781
1077,1,2.137961945954453,0.46773517269203246,0.6185613680449508,0.9038858804398711,-1.4376770632487743,46.69510063716038,48.90141517051717,-3.8202690909932557,-3.733204402951933
1078,1,1.8779937637371273,0.5324831313656988,0.571686683093216,0.9622361931164833,-1.433146554441282,46.68675927304597,48.888726325100734,-3.8138144877798075,-3.6453162232074705
1079,1,1.1126748865565868,0.8987351220757003,0.546641283933589,0.992448409652444,-1.4274847037930456,46.6888911376998,48.89795236662878,-3.6971502895376718,-3.6528335152142692
1080,1,6.162235865811651,0.1622787607900637,0.6857477865510705,0.8151657183539999,-1.4293213239678058,46.69530681196262,48.899701158126575,-3.8181295228755645,-3.5329302950726134
1081,1,1.3009619293365666,0.768662001131698,0.5158722509530088,1.0287707961955277,-1.428236568107111,46.6815029479422,48.88672721846173,-3.7979316504302845,-3.6412405794173024
1082,1,1.2681523181520744,0.7885488089137269,0.5363696296080016,1.004666598698867,-1.430254033759712,46.688093159793624,48.891159432514286,-3.7305491660163974,-3.569234133223529
1083,1,1.1734154047400447,0.852213117332934,0.5130897287970967,1.0320157161993293,-1.4571619831265585,46.685511459555684,48.88805149035727,-3.7598556228314726,-3.5552631487747077
1084,1,0.8288397478098339,1.2065058446369736,0.48376062828753397,1.0658498148087014,-1.4709714071339925,46.68313406504517,48.89051553470659,-3.7520907739113207,-3.5691915858969043
1085,1,1.719235348134352,0.5816539318396178,0.563333008791441,0.9723820517111561,-1.4570112311666303,46.688957054160966,48.89073505189959,-3.763648634568955,-3.6150390586147436
1086,1,1.3299062629305107,0.7519326947122221,0.5529356273389217,0.9849129756235762,-1.4493848032030245,46.6867474427689,48.89628153552832,-3.7014341735085043,-3.577865724712263
1087,1,1.5614820591726373,0.6404172203745059,0.5625282300805953,0.9733557658568481,-1.4541464212582589,46.68949582169643,48.88986006326908,-3.702789297563314,-3.5691081890130016
1088,1,1.4789216602614041,0.6761683372892427,0.5366875902869214,1.0042898154118758,-1.437028744583296,46.68235705225253,48.89140040032043,-3.7098190217965272,-3.547481380759671
1089,1,1.0524176524315096,0.950193107925923,0.5145916091875273,1.0302650390424464,-1.431610752040938,46.68121161774384,48.89044318226061,-3.8450840890290796,-3.4966086651238824
1090,1,1.2627566442797502,0.7919182247268071,0.5235958960414929,1.0197301235923857,-1.452993841073009,46.68286321997352,48.89186693617508,-3.817792820578782,-3.651738071291624
1091,1,1.0634262527810179,0.9403566983463604,0.517586923151283,1.0267680215942308,-1.4485138970670854,46.688430422202565,48.888198554581244,-3.856250896964041,-3.6293536024507445
1092,1,1.229065148490093,0.8136265203097659,0.5436787586493177,0.9959822467987023,-1.4464329337922028,46.68760325183645,48.894510242643015,-3.8219188203365326,-3.5619534484672313
1093,1,3.068917360955664,0.3258478096290605,0.629116623667841,0.8903800903182431,-1.4355971849982085,46.6911368260096,48.8968613002223,-3.738309355559847,-3.7142252944716154
1094,1,1.249413006818525,0.8003758521342561,0.555953474658923,0.9812867124314765,-1.4370739440705178,46.68809166877435,48.89345093691857,-3.712238883201638,-3.487974839960755
1095,1,1.102351655307906,0.9071515384268939,0.528336052181567,1.0141567690448328,-1.4373356747131902,46.687045027065004,48.892402192539535,-3.7436979141150757,-3.646605833220173
1096,1,1.2550698944768626,0.7967683747340776,0.5334401080444557,1.00813385183613,-1.4394804198482998,46.68593447357637,48.89040420953798,-3.716202823049595,-3.6280526939263082
1097,1,2.336810068803782,0.42793379459884906,0.631335784196524,0.8875218604151774,-1.4339078162286758,46.69658621471964,48.90087155824373,-3.849039092427804,-3.575802196681721
1098,1,1.3095445275869877,0.7636242822858683,0.5205885097241637,1.023256244166522,-1.4402223691287082,46.685172572401164,48.889844302180485,-3.7439202760097055,-3.605167523873321
1099,1,2.010766387283893,0.4973228149843812,0.6185077732055838,0.9039540882946965,-1.4405810609086902,46.69665111137417,48.901625085304616,-3.7551734896799998,-3.6725936389674474
1100,1,3.716784830767748,0.26904974205715254,0.6418865078125185,0.8738403512666242,-1.4365660667787354,46.69196045852468,48.89631631757833,-3.6222874017362114,-3.5478540598597688
1101,1,8.109204679998525,0.12331665551203992,0.6909649552788081,0.8079732632349236,-1.4452016181555238,46.693499100132556,48.89749979517822,-3.7255749800192235,-3.658556895768471
1102,1,1.1336392678292737,0.8821148211589652,0.5004569152400962,1.0466698705176825,-1.4201459723837049,46.681601916917245,48.88538569883063,-3.760598358491987,-3.508550069402268
1103,1,1.9198778782416261,0.5208664630876824,0.5925652855566671,0.936556578878614,-1.4307942003037228,46.6897401005102,48.89837950602238,-3.812989117035721,-3.5152835059380094
1104,1,3.3090517542927658,0.3022013779937773,0.6336714830950997,0.8845063297672978,-1.4431766782412094,46.69338216565661,48.894676867646304,-3.737657982478628,-3.684847733967827
1105,1,2.181419036688618,0.4584171968710764,0.590125688300946,0.9395818073621145,-1.4302104033352985,46.686133313780836,48.896037415162226,-3.671366254928093,-3.6661948471967265
1106,1,1.471600809678666,0.6795321077720505,0.5657307049660533,0.9694771989956252,-1.4458026792632406,46.68961635591885,48.90018305748732,-3.8446611124798222,-3.5567969269390773
1107,1,1.3265800247774624,0.7538180745392672,0.5576760165288231,0.9792129507254878,-1.4291890250721158,46.688571813477076,48.896703383466566,-3.705708691231735,-3.558645544183112
1108,1,1.43161278711012,0.6985129002784464,0.5611055411375033,0.975075523340472,-1.4371204143916019,46.6915803238854,48.89435497676637,-3.706493600262045,-3.571114688505181
1109,1,1.3331203761567758,0.7501198075472213,0.5572252809814923,0.9797558682015646,-1.4385210315917343,46.690059844545715,48.89837288822798,-3.715254838015799,-3.5628576523480704
1110,1,1.3838577975411657,0.7226175997106039,0.5663089434927179,0.9687757865422728,-1.4347533768480591,46.687654388253335,48.89805639580706,-3.705561693900113,-3.57472281871996
1111,1,1.8345191829547178,0.5451019587537795,0.5848044475569075,0.9461573632587511,-1.4440807983023685,46.6928060856817,48.89478437398357,-3.6900959020802357,-3.5524742747101157
1112,1,1.6440193768420166,0.608265336824005,0.578431005459176,0.9539923715326102,-1.461573440152205,46.68840503834911,48.89920955868128,-3.723613950197542,-3.530077128092839
1113,1,1.5311036912423501,0.653123629522826,0.5846398687725287,0.9463602379666052,-1.463505025832405,46.695590991376385,48.900686116291595,-3.7300951329409857,-3.5843765201980085
1114,1,1.4210936147044364,0.7036834094902208,0.5828658628822136,0.9485451599924942,-1.4605153486686226,46.693005124147355,48.90302425802925,-3.7261523722430354,-3.598186548541975
1115,1,1.433016175614952,0.6978288291622868,0.5677288338021828,0.9670520006014666,-1.4614133439680335,46.69296586062173,48.89837996056576,-3.7767662915528133,-3.620348724846265
1116,1,1.3147641856823054,0.7605926681681274,0.5845852809850958,0.9464275212645112,-1.4608787296694563,46.6919132863039,48.89922863879451,-3.80505958777536,-3.583307308622262
1117,1,1.210433974650262,0.8261499767378357,0.5404589783900514,0.9998138000098588,-1.4230834784754502,46.6908826587048,48.89687374509236,-3.816308929599091,-3.5480632548227224
1118,1,1.4560534362646866,0.6867879811920696,0.5856594700129354,0.9451029071184451,-1.404970479175259,46.692747475800886,48.895498307662045,-3.816858395263386,-3.560702365419495
1119,1,3.5256800537704063,0.28363322387423884,0.6499649695578683,0.8632579858383901,-1.4501051724984317,46.69767068176971,48.90029478773111,-3.7192122581843443,-3.6392256291579814
1120,1,1.9541291328552104,0.5117369078566898,0.6118731910568175,0.9123696367018305,-1.4385096020626547,46.694956813841706,48.901817482193955,-3.6853353111299674,-3.641706416945686
1121,1,3.5027637413256203,0.28548885218891473,0.6327363908101274,0.8857144829753241,-1.4376801799868415,46.68917027151899,48.89560622320724,-3.788432478486496,-3.565288130718644
1122,1,2.155906134693498,0.4638420865860974,0.5985482736594839,0.9291086437291813,-1.4369412848858993,46.692313167043274,48.89361582073194,-3.8235413514034566,-3.6214747806255962
1123,1,2.5859665385074533,0.3867026062050949,0.619411883131515,0.902802975483365,-1.4398755624235549,46.69145585586839,48.898221842208415,-3.66219550027209,-3.586600910332292
1124,1,2.091951029240796,0.47802266210931177,0.6169361107096246,0.9059526514300169,-1.4509045889799892,46.69356976055655,48.90104604719837,-3.7584890750097086,-3.621464473695433
1125,1,1.6771251916317318,0.5962584099205297,0.59404284131107,0.9347210560533235,-1.41659514761894,46.692325011165,48.90063956080675,-3.767070596586532,-3.5963708897155278
1126,1,1.8968736715281467,0.5271832357683507,0.5982722809714932,0.9294531222561154,-1.4196686400726632,46.695257669954195,48.8963595218341,-3.7483731997284204,-3.628542656277233
1127,1,2.814327367396816,0.3553246902207313,0.6260914075197614,0.8942658894318166,-1.424625383940037,46.6906247981928,48.89909715573204,-3.7376408489843698,-3.6084991179036257
1128,1,2.683189112581028,0.37269083841730205,0.627259778576551,0.8927665939149267,-1.4489260779942479,46.69404356065849,48.89488961088196,-3.7304277590622767,-3.643677450916423
1129,1,2.3099631062380137,0.4329073470045985,0.6123527395198087,0.9117632046390218,-1.4497993895744032,46.691441515303296,48.899030115134885,-3.686102135885745,-3.58915482849334
1130,1,1.3434654594341182,0.7443436621148493,0.5414048094871693,0.9986892381311909,-1.4178526526674609,46.68424229697244,48.89166384816375,-3.7847705403328815,-3.5242281472264785
1131,1,1.0579281511580878,0.9452437756811034,0.5221519290713719,1.0214241056838582,-1.4125518080663424,46.68830394557128,48.89388861455058,-3.735308907313233,-3.6058295004162497
1132,1,1.341589693824628,0.7453843784005094,0.5554312191680393,0.9819148854476428,-1.4170107321676821,46.68973954863847,48.89594451661817,-3.7440792061436445,-3.6110044745760064
1133,1,2.294362530779226,0.43585091134676684,0.614822238252551,0.9086357756560568,-1.4519360764082978,46.69370923239981,48.900072492106624,-3.722451759909111,-3.6029478524557508
1134,1,3.1846918256962136,0.31400212476803385,0.6449782853131302,0.8698014588014962,-1.4355204133471662,46.696164915697665,48.89942107835147,-3.736046592654157,-3.6087185540415265
1135,1,1.4340528419704541,0.6973243737838518,0.5293942986850001,1.0129098745558243,-1.4264602650924865,46.683270574934106,48.88660806128017,-3.6952058098467258,-3.5671513097152645
1136,1,1.3963708518301416,0.7161421327932751,0.5432315375643526,0.9965150091790795,-1.4457718987912234,46.68623542051378,48.89028438184897,-3.7407383746344984,-3.5855423165397866
1137,1,1.8888592634353054,0.5294200681639353,0.5933664149572908,0.9355616682724482,-1.4266385399949661,46.691490249786476,48.895957208045644,-3.739515861860647,-3.568422695570723
1138,1,2.9381493219870323,0.34035029891663676,0.6372405464103578,0.8798839989764959,-1.4349216261439528,46.69647644382337,48.900845510499124,-3.7596292106207443,-3.627757849191678
1139,1,4.045725144177462,0.2471744778409336,0.6540985781916356,0.8578060329502193,-1.4210590688186133,46.693290781368844,48.89918494545128,-3.809602511305134,-3.630332495866972
1140,1,2.5924386834921522,0.38573718497864223,0.6387665679741581,0.8779022377995733,-1.4485970307264529,46.69611418737246,48.90266723981277,-3.744078177666674,-3.5611599185420446
1141,1,0.95799837669943,1.0438431048758947,0.4973629687130458,1.0502398654550094,-1.4261071963610157,46.68532448651534,48.885902599201906,-3.7814488731886984,-3.6551554628442124
1142,1,1.1200723138938464,0.8927994983855783,0.5044898899092269,1.042005266959766,-1.420302310908076,46.68020238272921,48.88775216920169,-3.7618235827207482,-3.6524411360341396
1143,1,2.249628303297612,0.44451787814642646,0.6119386570574543,0.9122868658436079,-1.4467342377157577,46.69589916954119,48.89661084405067,-3.737076483424453,-3.587927018747069
1144,1,1.3397351839957041,0.7464161663781508,0.5873516410479065,0.9430136647614298,-1.4367016002135384,46.696122098414236,48.90357063015923,-3.7659187064098827,-3.597433372545631
1145,1,3.3682474169199716,0.2968903041316456,0.6446840726541205,0.8701863901505646,-1.460323797171515,46.69395754821578,48.897355222001615,-3.8170992243141644,-3.6148477411808115
1146,1,0.9050571850313108,1.1049025592403916,0.5198510366264635,1.0241197630707009,-1.4549913450818575,46.69089101675438,48.894147281671586,-3.8384322282762926,-3.6331213843509693
1147,1,1.2816384557247178,0.7802512444389303,0.5413235818472882,0.9987858470504823,-1.454987259754206,46.68506594757863,48.89200720274927,-3.789986464894963,-3.6638012952555084
1148,1,1.500065926936828,0.6666373670936083,0.5314964747929198,1.0104300705132037,-1.4565479803840362,46.68371023463691,48.88883265523773,-3.753265779231874,-3.6576909670334183
1149,1,1.2014764483957785,0.832309281913273,0.5152587791215735,1.0294867578492093,-1.4587127467682381,46.68557822846775,48.887989714224496,-3.7664533735276042,-3.658898588891915
1150,1,1.2202296157351915,0.8195178899976931,0.5411742334936923,0.9989634603548314,-1.4185282520370361,46.68877741492936,48.89478959238327,-3.7445698741642315,-3.524281878269355
1151,1,0.9178622606273196,1.089488088677426,0.5048309634296272,1.0416101940535019,-1.4362142949704846,46.68475081355413,48.88980484675019,-3.7040099906881694,-3.635499134233231
1152,1,0.8533450504890087,1.1718589091563265,0.4871332214696215,1.0619921826139178,-1.4445283946634904,46.6829133541938,48.88838946548223,-3.7353137697717904,-3.651913072899345
1153,1,0.8491347817537996,1.1776693423564677,0.4795763343599383,1.070624487880347,-1.4489424200006962,46.68353464043682,48.88541150851939,-3.7300774474828895,-3.676565198919485
1154,1,1.180000213776272,0.8474574735878819,0.5133947236826312,1.031660345278515,-1.461817812572896,46.68527053928219,48.89043182713255,-3.8409032136025103,-3.644743409762318
1155,1,1.7681161404004277,0.5655737070380052,0.5641087246405408,0.9714428889445617,-1.4419125124613603,46.688716622706195,48.893118861382916,-3.741538894151515,-3.6006863278852874
1156,1,1.6789159469642578,0.5956224323249512,0.576944724861936,0.95581321928962,-1.4407838917542475,46.68956216554235,48.89233074710291,-3.724360159336315,-3.5978056565606185
1157,1,1.5998419875009828,0.6250617297287215,0.5599380630553825,0.9764852835017965,-1.4356557029214039,46.69053988154565,48.894454387772086,-3.7158651312866726,-3.5968985202018917
1158,1,0.9809481477125441,1.0194218749807342,0.5310833405567201,1.0109177228762316,-1.4401480185221966,46.68653325381848,48.89397816258479,-3.779217373536547,-3.59589796531375
1159,1,1.8103855252550864,0.5523685347954261,0.6043618815421032,0.9218316449335177,-1.440152449195075,46.69247954188242,48.89879800751427,-3.711288452064563,-3.578332411943956
1160,1,3.8750415592871503,0.2580617484226309,0.6341743647759387,0.8838561045801084,-1.409138602633803,46.690497736976724,48.89218772461475,-3.6536962840640768,-3.539630697773303
1161,1,3.121348425824312,0.3203743586350542,0.6382075582926975,0.8786285710546496,-1.414703177992959,46.69136200682766,48.898694108415945,-3.6603905130389394,-3.5387153123658184
1162,1,2.0858699453859666,0.4794162753109525,0.6115766661431588,0.9127444767452402,-1.4390432273103952,46.69404655057618,48.89701411692159,-3.785648703634914,-3.6062999075011817
